loop	threshold	anger	empty_cells
2648	-630	978	24
2649	-630	979	24
2650	-630	980	24
2651	-630	981	24
2652	-630	982	24
2653	-630	983	24
2654	-630	984	24
2655	-630	985	24
2656	-630	986	24
2657	-630	987	24
2658	-630	988	24
2659	-630	989	25
2660	-630	990	26
2661	-630	991	28
2662	-630	992	28
2663	-630	988	26
2664	-630	989	26
2665	-630	985	24
2666	-630	986	24
2667	-630	987	24
2668	-630	988	24
2669	-630	989	26
2670	-630	990	27
2671	-630	991	28
2672	-630	987	26
2673	-630	988	26
2674	-630	989	26
2675	-630	990	26
2676	-630	991	26
2677	-630	992	26
2678	-630	993	26
2679	-630	994	26
2680	-630	995	26
2681	-630	996	26
2682	-630	997	26
2683	-630	998	26
2684	-630	999	26
2685	-630	1000	26
2686	-630	1001	28
2687	-630	1002	28
2688	-630	998	27
2689	-630	994	26
2690	-630	995	26
2691	-630	996	27
2692	-630	992	25
2693	-630	993	25
2694	-630	994	25
2695	-630	995	26
2696	-630	991	25
2697	-630	992	25
2698	-630	993	26
2699	-630	989	25
2700	-630	985	24
2701	-630	986	24
2702	-630	987	24
2703	-630	988	24
2704	-630	989	24
2705	-630	990	25
2706	-630	991	25
2707	-630	992	25
2708	-630	988	24
2709	-630	989	25
2710	-630	985	24
2711	-630	986	24
2712	-630	987	24
2713	-630	988	24
2714	-630	989	24
2715	-630	990	24
2716	-630	991	24
2717	-630	992	24
2718	-630	993	24
2719	-630	994	24
2720	-630	995	24
2721	-630	996	24
2722	-630	997	24
2723	-630	998	24
2724	-630	999	24
2725	-630	1000	24
2726	-630	1001	25
2727	-630	1002	26
2728	-630	998	25
2729	-630	994	24
2730	-630	995	24
2731	-630	996	24
2732	-630	997	24
2733	-630	998	24
2734	-630	999	24
2735	-630	1000	24
2736	-630	1001	25
2737	-630	1002	25
2738	-630	1003	25
2739	-630	1004	25
2740	-630	1005	25
2741	-630	1006	25
2742	-630	1007	27
2743	-630	1008	27
2744	-630	1009	29
2745	-630	1010	29
2746	-630	1011	30
2747	-630	1012	30
2748	-630	1008	29
2749	-630	1009	29
2750	-630	1005	28
2751	-630	1006	30
2752	-630	1007	30
2753	-630	1008	33
2754	-630	1009	33
2755	-630	1005	31
2756	-630	1001	30
2757	-630	1002	31
2758	-630	1003	31
2759	-630	999	27
2760	-630	1000	27
2761	-630	1001	28
2762	-630	1002	28
2763	-630	998	27
2764	-630	994	26
2765	-630	995	27
2766	-630	996	27
2767	-630	992	26
2768	-630	988	24
2769	-630	989	24
2770	-630	990	26
2771	-630	991	26
2772	-630	992	26
2773	-630	988	24
2774	-630	989	26
2775	-630	990	26
2776	-630	991	26
2777	-630	992	26
2778	-630	993	26
2779	-630	994	27
2780	-630	995	28
2781	-630	991	27
2782	-630	992	28
2783	-630	993	28
2784	-630	994	28
2785	-630	995	28
2786	-630	996	28
2787	-630	992	26
2788	-630	993	26
2789	-630	994	26
2790	-630	990	24
2791	-630	991	25
2792	-630	992	25
2793	-630	993	25
2794	-630	994	25
2795	-630	995	25
2796	-630	996	26
2797	-630	997	26
2798	-630	993	25
2799	-630	989	24
2800	-680	990	24
2801	-680	991	24
2802	-680	992	25
2803	-680	988	24
2804	-680	989	24
2805	-680	990	24
2806	-680	991	24
2807	-680	992	27
2808	-680	993	27
2809	-680	994	28
2810	-680	990	27
2811	-680	991	27
2812	-680	992	27
2813	-680	993	27
2814	-680	994	27
2815	-680	990	26
2816	-680	991	26
2817	-680	992	27
2818	-680	988	26
2819	-680	989	26
2820	-680	990	26
2821	-680	991	27
2822	-680	992	28
2823	-680	988	27
2824	-680	989	27
2825	-680	990	29
2826	-680	986	28
2827	-680	987	28
2828	-680	988	29
2829	-680	989	32
2830	-680	985	28
2831	-680	986	29
2832	-680	987	29
2833	-680	988	30
2834	-680	984	28
2835	-680	985	29
2836	-680	986	29
2837	-680	987	30
2838	-680	983	29
2839	-680	984	30
2840	-680	985	30
2841	-680	986	31
2842	-680	982	30
2843	-680	983	30
2844	-680	979	28
2845	-680	980	30
2846	-680	981	30
2847	-680	977	29
2848	-680	978	30
2849	-680	979	30
2850	-680	975	29
2851	-680	976	29
2852	-680	977	29
2853	-680	978	30
2854	-680	979	33
2855	-680	975	31
2856	-680	971	30
2857	-680	972	30
2858	-680	973	30
2859	-680	974	30
2860	-680	975	30
2861	-680	971	28
2862	-680	967	27
2863	-680	968	30
2864	-680	964	29
2865	-680	965	29
2866	-680	966	29
2867	-680	967	29
2868	-680	968	30
2869	-680	969	30
2870	-680	970	31
2871	-680	971	32
2872	-680	972	32
2873	-680	973	33
2874	-680	969	31
2875	-680	965	30
2876	-680	961	29
2877	-680	962	29
2878	-680	958	28
2879	-680	959	29
2880	-680	955	27
2881	-680	956	27
2882	-680	957	30
2883	-680	953	28
2884	-680	949	27
2885	-680	945	26
2886	-680	946	26
2887	-680	947	26
2888	-680	943	25
2889	-680	944	25
2890	-680	945	25
2891	-680	946	26
2892	-680	942	25
2893	-680	943	25
2894	-680	939	24
2895	-680	940	24
2896	-680	941	24
2897	-680	942	24
2898	-680	943	24
2899	-680	944	26
2900	-680	945	28
2901	-680	941	27
2902	-680	942	27
2903	-680	938	26
2904	-680	934	25
2905	-680	935	26
2906	-680	936	26
2907	-680	937	27
2908	-680	933	25
2909	-680	934	25
2910	-680	935	28
2911	-680	936	28
2912	-680	932	27
2913	-680	928	26
2914	-680	929	27
2915	-680	925	25
2916	-680	926	25
2917	-680	927	27
2918	-680	928	29
2919	-680	924	28
2920	-680	920	26
2921	-680	921	26
2922	-680	922	26
2923	-680	923	26
2924	-680	924	26
2925	-680	925	26
2926	-680	921	24
2927	-680	922	25
2928	-680	923	25
2929	-680	924	25
2930	-680	925	25
2931	-680	926	26
2932	-680	927	27
2933	-680	928	27
2934	-680	924	26
2935	-680	925	27
2936	-680	921	25
2937	-680	922	25
2938	-680	923	26
2939	-680	924	28
2940	-680	925	28
2941	-680	921	26
2942	-680	917	25
2943	-680	918	25
2944	-680	919	25
2945	-680	920	25
2946	-680	921	25
2947	-680	922	25
2948	-680	923	25
2949	-680	924	25
2950	-680	925	25
2951	-680	926	25
2952	-680	927	26
2953	-680	928	26
2954	-680	929	26
2955	-680	930	26
2956	-680	931	26
2957	-680	932	26
2958	-680	933	26
2959	-680	934	26
2960	-680	935	26
2961	-680	936	26
2962	-680	937	26
2963	-680	938	26
2964	-680	939	26
2965	-680	940	26
2966	-680	941	26
2967	-680	942	27
2968	-680	943	27
2969	-680	944	27
2970	-680	945	27
2971	-680	946	27
2972	-680	947	27
2973	-680	943	26
2974	-680	944	26
2975	-680	945	28
2976	-680	941	26
2977	-680	942	29
2978	-680	938	27
2979	-680	939	27
2980	-680	935	26
2981	-680	936	26
2982	-680	937	27
2983	-680	933	25
2984	-680	934	25
2985	-680	935	25
2986	-680	936	25
2987	-680	937	25
2988	-680	938	25
2989	-680	939	25
2990	-680	940	25
2991	-680	941	25
2992	-680	942	25
2993	-680	943	25
2994	-680	944	25
2995	-680	945	25
2996	-680	946	25
2997	-680	947	25
2998	-680	948	25
2999	-680	949	26
3000	-730	950	27
3001	-730	946	26
3002	-730	942	25
3003	-730	943	25
3004	-730	944	26
3005	-730	945	26
3006	-730	946	26
3007	-730	947	26
3008	-730	948	26
3009	-730	949	26
3010	-730	950	28
3011	-730	951	32
3012	-730	952	32
3013	-730	953	33
3014	-730	954	33
3015	-730	950	31
3016	-730	951	31
3017	-730	952	33
3018	-730	948	28
3019	-730	944	27
3020	-730	945	29
3021	-730	946	29
3022	-730	947	29
3023	-730	948	29
3024	-730	949	29
3025	-730	950	29
3026	-730	951	30
3027	-730	952	30
3028	-730	948	29
3029	-730	949	29
3030	-730	945	28
3031	-730	946	28
3032	-730	947	29
3033	-730	948	31
3034	-730	949	31
3035	-730	945	30
3036	-730	941	28
3037	-730	942	29
3038	-730	943	29
3039	-730	944	29
3040	-730	945	29
3041	-730	946	30
3042	-730	947	30
3043	-730	948	30
3044	-730	949	31
3045	-730	950	31
3046	-730	951	31
3047	-730	952	31
3048	-730	948	30
3049	-730	949	30
3050	-730	950	30
3051	-730	951	32
3052	-730	947	31
3053	-730	948	31
3054	-730	944	30
3055	-730	945	30
3056	-730	946	30
3057	-730	947	30
3058	-730	948	30
3059	-730	944	29
3060	-730	945	29
3061	-730	946	29
3062	-730	947	29
3063	-730	948	29
3064	-730	949	30
3065	-730	945	29
3066	-730	941	26
3067	-730	942	27
3068	-730	943	27
3069	-730	944	28
3070	-730	940	27
3071	-730	936	26
3072	-730	932	25
3073	-730	933	27
3074	-730	934	27
3075	-730	935	27
3076	-730	936	28
3077	-730	932	27
3078	-730	928	26
3079	-730	929	26
3080	-730	930	28
3081	-730	931	28
3082	-730	932	30
3083	-730	928	28
3084	-730	929	29
3085	-730	925	27
3086	-730	926	27
3087	-730	927	27
3088	-730	928	29
3089	-730	924	28
3090	-730	925	28
3091	-730	926	28
3092	-730	927	28
3093	-730	928	28
3094	-730	929	29
3095	-730	925	28
3096	-730	926	28
3097	-730	927	28
3098	-730	928	29
3099	-730	924	28
3100	-730	925	28
3101	-730	921	27
3102	-730	922	27
3103	-730	923	27
3104	-730	924	28
3105	-730	925	28
3106	-730	926	28
3107	-730	927	28
3108	-730	928	28
3109	-730	929	28
3110	-730	930	29
3111	-730	926	27
3112	-730	922	26
3113	-730	923	27
3114	-730	924	27
3115	-730	925	27
3116	-730	926	27
3117	-730	927	27
3118	-730	928	27
3119	-730	924	25
3120	-730	925	25
3121	-730	926	25
3122	-730	927	25
3123	-730	923	24
3124	-730	924	25
3125	-730	920	24
3126	-730	916	23
3127	-730	917	25
3128	-730	918	26
3129	-730	919	26
3130	-730	920	27
3131	-730	916	26
3132	-730	912	25
3133	-730	913	25
3134	-730	914	25
3135	-730	915	25
3136	-730	916	25
3137	-730	917	26
3138	-730	918	26
3139	-730	919	26
3140	-730	920	26
3141	-730	921	26
3142	-730	922	26
3143	-730	923	26
3144	-730	924	26
3145	-730	925	27
3146	-730	926	27
3147	-730	927	27
3148	-730	928	27
3149	-730	929	27
3150	-730	930	28
3151	-730	926	27
3152	-730	927	27
3153	-730	928	29
3154	-730	929	29
3155	-730	930	29
3156	-730	926	27
3157	-730	927	28
3158	-730	923	27
3159	-730	924	27
3160	-730	925	27
3161	-730	926	27
3162	-730	927	27
3163	-730	928	29
3164	-730	929	29
3165	-730	930	29
3166	-730	931	29
3167	-730	932	29
3168	-730	933	30
3169	-730	934	31
3170	-730	935	31
3171	-730	936	31
3172	-730	932	30
3173	-730	928	27
3174	-730	929	27
3175	-730	930	27
3176	-730	926	26
3177	-730	927	26
3178	-730	923	25
3179	-730	924	25
3180	-730	925	25
3181	-730	926	25
3182	-730	927	26
3183	-730	928	26
3184	-730	924	25
3185	-730	925	25
3186	-730	926	25
3187	-730	927	26
3188	-730	928	26
3189	-730	929	26
3190	-730	930	27
3191	-730	926	26
3192	-730	927	26
3193	-730	928	27
3194	-730	929	27
3195	-730	925	26
3196	-730	921	24
3197	-730	922	24
3198	-730	923	24
3199	-730	924	24
3200	-780	925	24
3201	-780	921	23
3202	-780	922	23
3203	-780	923	23
3204	-780	924	23
3205	-780	925	23
3206	-780	926	24
3207	-780	922	23
3208	-780	923	23
3209	-780	924	23
3210	-780	925	25
3211	-780	921	23
3212	-780	922	23
3213	-780	923	23
3214	-780	924	23
3215	-780	925	23
3216	-780	926	23
3217	-780	927	23
3218	-780	928	23
3219	-780	929	24
3220	-780	930	24
3221	-780	926	23
3222	-780	927	23
3223	-780	928	23
3224	-780	929	23
3225	-780	930	23
3226	-780	931	23
3227	-780	932	23
3228	-780	933	23
3229	-780	934	23
3230	-780	935	23
3231	-780	936	23
3232	-780	937	23
3233	-780	938	23
3234	-780	939	23
3235	-780	940	23
3236	-780	941	23
3237	-780	942	23
3238	-780	943	23
3239	-780	944	24
3240	-780	945	25
3241	-780	946	25
3242	-780	947	25
3243	-780	948	25
3244	-780	949	25
3245	-780	950	26
3246	-780	951	27
3247	-780	947	24
3248	-780	948	24
3249	-780	944	23
3250	-780	945	23
3251	-780	946	23
3252	-780	947	23
3253	-780	948	23
3254	-780	949	23
3255	-780	950	23
3256	-780	951	26
3257	-780	952	26
3258	-780	953	26
3259	-780	954	26
3260	-780	950	25
3261	-780	951	27
3262	-780	952	27
3263	-780	953	28
3264	-780	954	28
3265	-780	955	28
3266	-780	956	28
3267	-780	957	28
3268	-780	958	28
3269	-780	954	27
3270	-780	955	27
3271	-780	956	27
3272	-780	957	27
3273	-780	958	29
3274	-780	959	29
3275	-780	960	29
3276	-780	956	28
3277	-780	957	28
3278	-780	958	28
3279	-780	959	28
3280	-780	960	29
3281	-780	956	28
3282	-780	957	28
3283	-780	958	28
3284	-780	959	29
3285	-780	955	27
3286	-780	956	28
3287	-780	952	27
3288	-780	953	27
3289	-780	954	28
3290	-780	955	29
3291	-780	956	30
3292	-780	957	31
3293	-780	953	30
3294	-780	954	30
3295	-780	955	31
3296	-780	956	31
3297	-780	952	30
3298	-780	953	31
3299	-780	949	30
3300	-780	945	29
3301	-780	941	28
3302	-780	937	27
3303	-780	938	27
3304	-780	934	26
3305	-780	935	26
3306	-780	936	26
3307	-780	937	26
3308	-780	933	25
3309	-780	934	26
3310	-780	935	28
3311	-780	931	27
3312	-780	932	28
3313	-780	933	28
3314	-780	934	28
3315	-780	935	28
3316	-780	936	28
3317	-780	937	30
3318	-780	933	28
3319	-780	934	28
3320	-780	935	28
3321	-780	936	29
3322	-780	932	28
3323	-780	933	28
3324	-780	934	28
3325	-780	930	27
3326	-780	931	32
3327	-780	927	31
3328	-780	928	31
3329	-780	929	31
3330	-780	930	31
3331	-780	931	31
3332	-780	932	32
3333	-780	928	30
3334	-780	924	29
3335	-780	925	29
3336	-780	921	28
3337	-780	922	28
3338	-780	923	28
3339	-780	924	28
3340	-780	925	28
3341	-780	926	28
3342	-780	927	28
3343	-780	928	28
3344	-780	929	28
3345	-780	930	28
3346	-780	931	28
3347	-780	932	29
3348	-780	933	30
3349	-780	929	29
3350	-780	930	30
3351	-780	931	30
3352	-780	927	29
3353	-780	923	28
3354	-780	924	29
3355	-780	925	29
3356	-780	926	32
3357	-780	922	30
3358	-780	923	31
3359	-780	924	31
3360	-780	925	31
3361	-780	921	28
3362	-780	922	28
3363	-780	923	28
3364	-780	924	28
3365	-780	925	28
3366	-780	926	28
3367	-780	927	29
3368	-780	923	27
3369	-780	924	28
3370	-780	925	28
3371	-780	926	29
3372	-780	927	29
3373	-780	923	27
3374	-780	924	28
3375	-780	920	27
3376	-780	921	27
3377	-780	922	27
3378	-780	923	27
3379	-780	924	27
3380	-780	925	29
3381	-780	921	28
3382	-780	917	27
3383	-780	918	27
3384	-780	919	27
3385	-780	920	27
3386	-780	921	28
3387	-780	922	28
3388	-780	923	28
3389	-780	924	29
3390	-780	925	29
3391	-780	921	28
3392	-780	922	28
3393	-780	918	27
3394	-780	919	30
3395	-780	920	31
3396	-780	921	31
3397	-780	922	31
3398	-780	918	29
3399	-780	919	29
3400	-830	920	29
3401	-830	921	30
3402	-830	917	29
3403	-830	913	28
3404	-830	909	27
3405	-830	910	28
3406	-830	906	27
3407	-830	907	27
3408	-830	908	27
3409	-830	909	27
3410	-830	910	28
3411	-830	906	27
3412	-830	907	29
3413	-830	908	29
3414	-830	904	28
3415	-830	905	28
3416	-830	906	28
3417	-830	907	28
3418	-830	903	27
3419	-830	904	28
3420	-830	905	28
3421	-830	906	31
3422	-830	907	31
3423	-830	903	28
3424	-830	899	25
3425	-830	895	24
3426	-830	891	23
3427	-830	892	23
3428	-830	888	22
3429	-830	889	22
3430	-830	890	23
3431	-830	891	23
3432	-830	892	23
3433	-830	893	23
3434	-830	894	23
3435	-830	895	23
3436	-830	896	23
3437	-830	897	23
3438	-830	898	23
3439	-830	894	22
3440	-830	895	22
3441	-830	896	22
3442	-830	897	23
3443	-830	893	22
3444	-830	894	22
3445	-830	895	22
3446	-830	896	22
3447	-830	897	22
3448	-830	898	22
3449	-830	899	22
3450	-830	900	22
3451	-830	901	23
3452	-830	902	24
3453	-830	903	24
3454	-830	904	24
3455	-830	900	23
3456	-830	901	24
3457	-830	897	23
3458	-830	893	22
3459	-830	894	22
3460	-830	895	25
3461	-830	891	22
3462	-830	892	22
3463	-830	893	22
3464	-830	894	22
3465	-830	895	22
3466	-830	896	22
3467	-830	897	22
3468	-830	898	22
3469	-830	899	22
3470	-830	900	22
3471	-830	901	23
3472	-830	902	23
3473	-830	903	23
3474	-830	904	23
3475	-830	905	23
3476	-830	906	23
3477	-830	907	23
3478	-830	908	23
3479	-830	909	23
3480	-830	910	23
3481	-830	911	24
3482	-830	912	24
3483	-830	913	24
3484	-830	914	26
3485	-830	910	24
3486	-830	911	25
3487	-830	912	27
3488	-830	913	27
3489	-830	914	27
3490	-830	915	27
3491	-830	916	27
3492	-830	917	27
3493	-830	918	27
3494	-830	919	27
3495	-830	920	28
3496	-830	916	27
3497	-830	917	27
3498	-830	913	26
3499	-830	914	29
3500	-830	915	29
3501	-830	916	29
3502	-830	917	29
3503	-830	918	29
3504	-830	919	29
3505	-830	920	29
3506	-830	916	28
3507	-830	912	27
3508	-830	913	27
3509	-830	914	27
3510	-830	910	26
3511	-830	911	26
3512	-830	912	26
3513	-830	913	26
3514	-830	914	27
3515	-830	915	27
3516	-830	916	29
3517	-830	917	29
3518	-830	913	27
3519	-830	914	27
3520	-830	915	28
3521	-830	916	28
3522	-830	917	29
3523	-830	918	29
3524	-830	919	29
3525	-830	920	29
3526	-830	916	28
3527	-830	917	28
3528	-830	918	28
3529	-830	914	27
3530	-830	910	25
3531	-830	911	25
3532	-830	912	26
3533	-830	908	25
3534	-830	909	27
3535	-830	910	27
3536	-830	906	25
3537	-830	907	26
3538	-830	908	26
3539	-830	904	25
3540	-830	905	27
3541	-830	906	27
3542	-830	902	25
3543	-830	903	25
3544	-830	904	26
3545	-830	905	26
3546	-830	906	26
3547	-830	907	26
3548	-830	908	26
3549	-830	909	26
3550	-830	910	26
3551	-830	911	27
3552	-830	907	26
3553	-830	908	26
3554	-830	909	26
3555	-830	910	26
3556	-830	911	28
3557	-830	912	28
3558	-830	908	26
3559	-830	909	27
3560	-830	910	27
3561	-830	906	26
3562	-830	902	25
3563	-830	903	26
3564	-830	904	26
3565	-830	905	26
3566	-830	906	27
3567	-830	907	27
3568	-830	908	27
3569	-830	904	26
3570	-830	905	28
3571	-830	901	26
3572	-830	897	24
3573	-830	893	23
3574	-830	894	23
3575	-830	895	23
3576	-830	896	23
3577	-830	897	25
3578	-830	898	25
3579	-830	899	25
3580	-830	900	25
3581	-830	901	27
3582	-830	902	27
3583	-830	903	27
3584	-830	904	27
3585	-830	905	27
3586	-830	906	27
3587	-830	907	27
3588	-830	903	26
3589	-830	904	27
3590	-830	905	27
3591	-830	906	27
3592	-830	907	27
3593	-830	908	27
3594	-830	909	28
3595	-830	905	27
3596	-830	906	28
3597	-830	907	29
3598	-830	903	26
3599	-830	904	26
3600	-880	905	26
3601	-880	901	25
3602	-880	902	25
3603	-880	903	25
3604	-880	904	25
3605	-880	905	25
3606	-880	901	24
3607	-880	902	24
3608	-880	903	26
3609	-880	899	25
3610	-880	895	24
3611	-880	896	24
3612	-880	897	25
3613	-880	893	24
3614	-880	894	24
3615	-880	895	24
3616	-880	896	24
3617	-880	897	24
3618	-880	898	24
3619	-880	899	24
3620	-880	900	25
3621	-880	901	26
3622	-880	902	26
3623	-880	903	26
3624	-880	904	26
3625	-880	900	23
3626	-880	901	23
3627	-880	902	24
3628	-880	903	24
3629	-880	904	24
3630	-880	905	25
3631	-880	901	24
3632	-880	902	24
3633	-880	903	24
3634	-880	904	24
3635	-880	905	24
3636	-880	906	24
3637	-880	907	24
3638	-880	908	25
3639	-880	904	24
3640	-880	905	24
3641	-880	906	25
3642	-880	902	24
3643	-880	903	24
3644	-880	904	25
3645	-880	905	25
3646	-880	906	25
3647	-880	907	25
3648	-880	908	26
3649	-880	909	26
3650	-880	910	26
3651	-880	911	26
3652	-880	912	26
3653	-880	913	27
3654	-880	909	26
3655	-880	910	26
3656	-880	911	27
3657	-880	907	26
3658	-880	903	25
3659	-880	904	25
3660	-880	905	26
3661	-880	906	26
3662	-880	902	25
3663	-880	903	26
3664	-880	899	25
3665	-880	895	24
3666	-880	891	23
3667	-880	892	23
3668	-880	893	26
3669	-880	889	23
3670	-880	890	23
3671	-880	891	24
3672	-880	892	24
3673	-880	893	24
3674	-880	894	25
3675	-880	895	26
3676	-880	891	23
3677	-880	892	23
3678	-880	893	24
3679	-880	894	24
3680	-880	895	24
3681	-880	896	24
3682	-880	897	24
3683	-880	898	24
3684	-880	899	25
3685	-880	900	25
3686	-880	901	25
3687	-880	897	23
3688	-880	898	24
3689	-880	899	24
3690	-880	900	26
3691	-880	896	25
3692	-880	892	24
3693	-880	893	24
3694	-880	894	24
3695	-880	890	23
3696	-880	891	23
3697	-880	892	23
3698	-880	893	23
3699	-880	894	24
3700	-880	890	23
3701	-880	891	23
3702	-880	892	23
3703	-880	893	23
3704	-880	894	24
3705	-880	895	26
3706	-880	896	26
3707	-880	892	25
3708	-880	888	24
3709	-880	889	24
3710	-880	890	24
3711	-880	891	24
3712	-880	892	24
3713	-880	893	24
3714	-880	894	25
3715	-880	895	25
3716	-880	896	26
3717	-880	892	25
3718	-880	893	27
3719	-880	894	28
3720	-880	895	29
3721	-880	896	29
3722	-880	892	27
3723	-880	888	25
3724	-880	884	24
3725	-880	885	25
3726	-880	886	25
3727	-880	887	25
3728	-880	888	25
3729	-880	889	25
3730	-880	890	25
3731	-880	891	26
3732	-880	887	25
3733	-880	883	24
3734	-880	884	24
3735	-880	885	24
3736	-880	886	24
3737	-880	887	24
3738	-880	888	24
3739	-880	889	24
3740	-880	890	24
3741	-880	891	24
3742	-880	892	24
3743	-880	893	25
3744	-880	894	26
3745	-880	895	27
3746	-880	896	28
3747	-880	892	27
3748	-880	888	25
3749	-880	889	25
3750	-880	885	24
3751	-880	886	24
3752	-880	887	24
3753	-880	888	24
3754	-880	889	24
3755	-880	890	24
3756	-880	891	24
3757	-880	892	24
3758	-880	888	23
3759	-880	889	23
3760	-880	890	24
3761	-880	891	25
3762	-880	887	24
3763	-880	883	22
3764	-880	884	22
3765	-880	885	24
3766	-880	881	23
3767	-880	882	24
3768	-880	883	24
3769	-880	879	23
3770	-880	875	22
3771	-880	876	22
3772	-880	877	22
3773	-880	878	22
3774	-880	879	22
3775	-880	880	22
3776	-880	881	22
3777	-880	882	22
3778	-880	883	22
3779	-880	884	22
3780	-880	885	23
3781	-880	886	23
3782	-880	887	24
3783	-880	888	25
3784	-880	884	24
3785	-880	885	24
3786	-880	886	24
3787	-880	887	24
3788	-880	883	23
3789	-880	884	24
3790	-880	885	24
3791	-880	886	24
3792	-880	887	24
3793	-880	888	25
3794	-880	889	27
3795	-880	890	27
3796	-880	886	25
3797	-880	882	24
3798	-880	883	24
3799	-880	884	24
3800	-930	885	24
3801	-930	886	24
3802	-930	887	24
3803	-930	888	24
3804	-930	889	24
3805	-930	890	24
3806	-930	891	24
3807	-930	892	24
3808	-930	893	24
3809	-930	889	23
3810	-930	890	23
3811	-930	891	23
3812	-930	892	23
3813	-930	888	22
3814	-930	889	22
3815	-930	890	22
3816	-930	891	22
3817	-930	892	22
3818	-930	893	22
3819	-930	894	22
3820	-930	895	22
3821	-930	896	22
3822	-930	897	22
3823	-930	898	22
3824	-930	899	22
3825	-930	900	22
3826	-930	901	23
3827	-930	902	24
3828	-930	903	24
3829	-930	904	24
3830	-930	905	24
3831	-930	901	23
3832	-930	902	23
3833	-930	903	23
3834	-930	904	23
3835	-930	905	23
3836	-930	906	23
3837	-930	907	23
3838	-930	908	23
3839	-930	909	23
3840	-930	910	23
3841	-930	911	23
3842	-930	912	23
3843	-930	913	23
3844	-930	914	24
3845	-930	915	24
3846	-930	911	23
3847	-930	912	23
3848	-930	913	24
3849	-930	914	24
3850	-930	915	24
3851	-930	911	23
3852	-930	912	26
3853	-930	913	26
3854	-930	909	24
3855	-930	910	24
3856	-930	911	24
3857	-930	907	23
3858	-930	908	23
3859	-930	909	23
3860	-930	910	23
3861	-930	911	23
3862	-930	912	23
3863	-930	913	23
3864	-930	914	23
3865	-930	915	23
3866	-930	916	24
3867	-930	917	25
3868	-930	918	26
3869	-930	919	26
3870	-930	920	28
3871	-930	916	27
3872	-930	917	28
3873	-930	918	28
3874	-930	919	28
3875	-930	920	28
3876	-930	921	29
3877	-930	922	29
3878	-930	918	28
3879	-930	914	27
3880	-930	915	27
3881	-930	916	27
3882	-930	917	27
3883	-930	913	26
3884	-930	914	27
3885	-930	915	27
3886	-930	911	24
3887	-930	912	24
3888	-930	913	24
3889	-930	914	24
3890	-930	915	24
3891	-930	916	24
3892	-930	917	24
3893	-930	918	24
3894	-930	919	24
3895	-930	920	25
3896	-930	921	27
3897	-930	922	27
3898	-930	923	27
3899	-930	924	27
3900	-930	925	27
3901	-930	921	25
3902	-930	922	25
3903	-930	923	26
3904	-930	924	26
3905	-930	920	23
3906	-930	921	23
3907	-930	922	24
3908	-930	923	25
3909	-930	924	25
3910	-930	925	25
3911	-930	926	25
3912	-930	927	25
3913	-930	923	24
3914	-930	924	24
3915	-930	925	24
3916	-930	926	24
3917	-930	927	24
3918	-930	928	24
3919	-930	929	24
3920	-930	930	24
3921	-930	926	23
3922	-930	927	23
3923	-930	928	23
3924	-930	929	23
3925	-930	930	23
3926	-930	931	23
3927	-930	932	23
3928	-930	933	23
3929	-930	934	23
3930	-930	935	23
3931	-930	936	23
3932	-930	937	23
3933	-930	938	24
3934	-930	934	23
3935	-930	935	23
3936	-930	936	23
3937	-930	937	23
3938	-930	938	24
3939	-930	939	24
3940	-930	935	23
3941	-930	936	23
3942	-930	937	23
3943	-930	938	23
3944	-930	939	23
3945	-930	940	23
3946	-930	941	25
3947	-930	942	25
3948	-930	938	23
3949	-930	939	23
3950	-930	940	23
3951	-930	941	23
3952	-930	942	23
3953	-930	943	23
3954	-930	944	23
3955	-930	945	23
3956	-930	946	23
3957	-930	947	23
3958	-930	948	23
3959	-930	949	23
3960	-930	950	24
3961	-930	951	25
3962	-930	952	26
3963	-930	948	24
3964	-930	949	25
3965	-930	950	25
3966	-930	951	26
3967	-930	952	26
3968	-930	953	26
3969	-930	954	26
3970	-930	955	26
3971	-930	956	26
3972	-930	957	26
3973	-930	958	27
3974	-930	959	27
3975	-930	955	25
3976	-930	951	24
3977	-930	952	24
3978	-930	953	24
3979	-930	954	24
3980	-930	955	24
3981	-930	956	24
3982	-930	957	24
3983	-930	958	26
3984	-930	959	26
3985	-930	960	26
3986	-930	961	27
3987	-930	962	27
3988	-930	963	28
3989	-930	964	29
3990	-930	960	27
3991	-930	961	28
3992	-930	962	28
3993	-930	958	26
3994	-930	959	26
3995	-930	960	28
3996	-930	961	29
3997	-930	957	28
3998	-930	958	30
3999	-930	959	32
4000	-980	960	32
4001	-980	956	30
4002	-980	957	30
4003	-980	953	29
4004	-980	954	30
4005	-980	950	29
4006	-980	951	29
4007	-980	952	29
4008	-980	953	29
4009	-980	954	32
4010	-980	950	31
4011	-980	951	31
4012	-980	947	30
4013	-980	943	28
4014	-980	944	29
4015	-980	945	30
4016	-980	941	29
4017	-980	942	29
4018	-980	938	28
4019	-980	934	27
4020	-980	935	27
4021	-980	936	28
4022	-980	937	28
4023	-980	938	28
4024	-980	934	27
4025	-980	935	27
4026	-980	936	29
4027	-980	937	29
4028	-980	938	30
4029	-980	934	28
4030	-980	935	28
4031	-980	936	28
4032	-980	937	29
4033	-980	933	28
4034	-980	934	28
4035	-980	930	24
4036	-980	931	24
4037	-980	932	25
4038	-980	933	25
4039	-980	934	25
4040	-980	935	26
4041	-980	931	25
4042	-980	932	26
