loop	threshold	anger	empty_cells
5548	-1330	933	26
5549	-1330	934	26
5550	-1330	935	26
5551	-1330	936	26
5552	-1330	937	26
5553	-1330	938	26
5554	-1330	939	26
5555	-1330	940	26
5556	-1330	941	26
5557	-1330	942	26
5558	-1330	943	27
5559	-1330	944	28
5560	-1330	945	28
5561	-1330	941	27
5562	-1330	942	27
5563	-1330	938	26
5564	-1330	939	26
5565	-1330	940	26
5566	-1330	941	26
5567	-1330	942	26
5568	-1330	943	26
5569	-1330	944	27
5570	-1330	945	27
5571	-1330	946	28
5572	-1330	947	28
5573	-1330	948	28
5574	-1330	949	28
5575	-1330	945	27
5576	-1330	946	27
5577	-1330	947	29
5578	-1330	943	28
5579	-1330	944	29
5580	-1330	940	27
5581	-1330	941	30
5582	-1330	937	28
5583	-1330	933	27
5584	-1330	934	27
5585	-1330	935	27
5586	-1330	936	27
5587	-1330	937	27
5588	-1330	938	28
5589	-1330	939	28
5590	-1330	940	28
5591	-1330	936	27
5592	-1330	932	25
5593	-1330	933	25
5594	-1330	934	25
5595	-1330	935	25
5596	-1330	936	25
5597	-1330	937	25
5598	-1330	938	25
5599	-1330	939	27
5600	-1380	940	27
5601	-1380	936	26
5602	-1380	932	25
5603	-1380	933	25
5604	-1380	934	25
5605	-1380	935	25
5606	-1380	936	25
5607	-1380	937	25
5608	-1380	938	25
5609	-1380	939	25
5610	-1380	940	25
5611	-1380	941	25
5612	-1380	942	25
5613	-1380	943	25
5614	-1380	944	25
5615	-1380	945	25
5616	-1380	946	26
5617	-1380	947	26
5618	-1380	948	26
5619	-1380	949	26
5620	-1380	945	25
5621	-1380	941	24
5622	-1380	942	25
5623	-1380	938	23
5624	-1380	939	23
5625	-1380	940	23
5626	-1380	941	24
5627	-1380	937	23
5628	-1380	938	23
5629	-1380	939	23
5630	-1380	940	23
5631	-1380	941	23
5632	-1380	942	23
5633	-1380	943	23
5634	-1380	944	23
5635	-1380	945	23
5636	-1380	946	23
5637	-1380	947	23
5638	-1380	948	23
5639	-1380	949	23
5640	-1380	950	23
5641	-1380	951	24
5642	-1380	952	25
5643	-1380	953	25
5644	-1380	954	26
5645	-1380	955	27
5646	-1380	956	27
5647	-1380	952	26
5648	-1380	953	27
5649	-1380	954	27
5650	-1380	955	27
5651	-1380	956	28
5652	-1380	957	30
5653	-1380	958	30
5654	-1380	954	28
5655	-1380	955	28
5656	-1380	951	27
5657	-1380	952	27
5658	-1380	953	28
5659	-1380	954	28
5660	-1380	950	27
5661	-1380	951	27
5662	-1380	952	27
5663	-1380	953	28
5664	-1380	954	30
5665	-1380	955	30
5666	-1380	951	28
5667	-1380	952	28
5668	-1380	953	30
5669	-1380	949	28
5670	-1380	945	27
5671	-1380	941	26
5672	-1380	942	27
5673	-1380	938	26
5674	-1380	934	25
5675	-1380	935	26
5676	-1380	931	25
5677	-1380	932	25
5678	-1380	933	25
5679	-1380	934	25
5680	-1380	935	25
5681	-1380	936	25
5682	-1380	937	25
5683	-1380	938	25
5684	-1380	934	24
5685	-1380	935	24
5686	-1380	936	24
5687	-1380	937	24
5688	-1380	938	24
5689	-1380	939	24
5690	-1380	940	25
5691	-1380	941	25
5692	-1380	937	24
5693	-1380	938	24
5694	-1380	939	24
5695	-1380	940	25
5696	-1380	936	24
5697	-1380	937	24
5698	-1380	938	24
5699	-1380	934	23
5700	-1380	935	23
5701	-1380	936	23
5702	-1380	937	23
5703	-1380	938	23
5704	-1380	939	23
5705	-1380	940	23
5706	-1380	941	23
5707	-1380	942	23
5708	-1380	943	24
5709	-1380	944	26
5710	-1380	940	25
5711	-1380	936	24
5712	-1380	937	26
5713	-1380	938	26
5714	-1380	939	26
5715	-1380	940	26
5716	-1380	941	27
5717	-1380	937	26
5718	-1380	933	25
5719	-1380	929	24
5720	-1380	930	24
5721	-1380	926	23
5722	-1380	927	23
5723	-1380	928	23
5724	-1380	929	23
5725	-1380	930	24
5726	-1380	931	26
5727	-1380	932	26
5728	-1380	933	26
5729	-1380	929	25
5730	-1380	930	26
5731	-1380	931	26
5732	-1380	932	26
5733	-1380	933	26
5734	-1380	934	26
5735	-1380	930	24
5736	-1380	931	25
5737	-1380	932	25
5738	-1380	933	25
5739	-1380	934	25
5740	-1380	935	25
5741	-1380	936	25
5742	-1380	937	26
5743	-1380	938	26
5744	-1380	939	26
5745	-1380	940	26
5746	-1380	941	27
5747	-1380	942	27
5748	-1380	943	28
5749	-1380	939	27
5750	-1380	935	25
5751	-1380	936	25
5752	-1380	937	25
5753	-1380	938	25
5754	-1380	939	25
5755	-1380	940	25
5756	-1380	941	25
5757	-1380	942	25
5758	-1380	943	25
5759	-1380	944	26
5760	-1380	945	26
5761	-1380	941	24
5762	-1380	942	24
5763	-1380	943	24
5764	-1380	944	24
5765	-1380	945	24
5766	-1380	946	25
5767	-1380	942	24
5768	-1380	943	24
5769	-1380	944	24
5770	-1380	945	25
5771	-1380	946	27
5772	-1380	947	27
5773	-1380	943	26
5774	-1380	939	25
5775	-1380	940	25
5776	-1380	941	25
5777	-1380	942	25
5778	-1380	943	25
5779	-1380	944	25
5780	-1380	945	25
5781	-1380	946	25
5782	-1380	947	27
5783	-1380	943	25
5784	-1380	944	25
5785	-1380	945	27
5786	-1380	946	29
5787	-1380	947	29
5788	-1380	948	29
5789	-1380	944	28
5790	-1380	945	29
5791	-1380	946	30
5792	-1380	947	31
5793	-1380	948	31
5794	-1380	944	29
5795	-1380	940	28
5796	-1380	941	32
5797	-1380	937	30
5798	-1380	933	27
5799	-1380	934	27
5800	-1430	935	27
5801	-1430	936	27
5802	-1430	937	27
5803	-1430	938	27
5804	-1430	939	27
5805	-1430	935	26
5806	-1430	936	26
5807	-1430	932	25
5808	-1430	933	25
5809	-1430	934	25
5810	-1430	935	25
5811	-1430	936	26
5812	-1430	937	26
5813	-1430	938	26
5814	-1430	939	26
5815	-1430	940	26
5816	-1430	941	26
5817	-1430	942	26
5818	-1430	943	26
5819	-1430	944	26
5820	-1430	945	26
5821	-1430	946	26
5822	-1430	947	26
5823	-1430	948	26
5824	-1430	949	26
5825	-1430	950	28
5826	-1430	951	29
5827	-1430	952	29
5828	-1430	953	29
5829	-1430	954	29
5830	-1430	955	30
5831	-1430	951	29
5832	-1430	952	29
5833	-1430	953	30
5834	-1430	949	29
5835	-1430	945	27
5836	-1430	946	28
5837	-1430	947	29
5838	-1430	948	29
5839	-1430	944	28
5840	-1430	945	29
5841	-1430	946	32
5842	-1430	942	30
5843	-1430	943	30
5844	-1430	944	30
5845	-1430	940	28
5846	-1430	941	29
5847	-1430	942	29
5848	-1430	943	29
5849	-1430	939	28
5850	-1430	940	28
5851	-1430	941	31
5852	-1430	942	31
5853	-1430	943	33
5854	-1430	939	32
5855	-1430	935	31
5856	-1430	936	32
5857	-1430	932	30
5858	-1430	933	30
5859	-1430	934	31
5860	-1430	930	29
5861	-1430	931	29
5862	-1430	932	30
5863	-1430	933	30
5864	-1430	934	30
5865	-1430	930	29
5866	-1430	926	27
5867	-1430	922	26
5868	-1430	923	26
5869	-1430	924	26
5870	-1430	925	27
5871	-1430	926	28
5872	-1430	927	29
5873	-1430	928	29
5874	-1430	924	28
5875	-1430	925	28
5876	-1430	926	28
5877	-1430	927	30
5878	-1430	923	28
5879	-1430	924	28
5880	-1430	920	27
5881	-1430	921	27
5882	-1430	922	27
5883	-1430	923	27
5884	-1430	924	27
5885	-1430	925	27
5886	-1430	926	29
5887	-1430	927	29
5888	-1430	923	27
5889	-1430	924	27
5890	-1430	925	29
5891	-1430	926	29
5892	-1430	927	29
5893	-1430	928	29
5894	-1430	924	28
5895	-1430	925	29
5896	-1430	921	27
5897	-1430	922	27
5898	-1430	923	28
5899	-1430	919	27
5900	-1430	915	25
5901	-1430	916	25
5902	-1430	917	25
5903	-1430	918	25
5904	-1430	919	25
5905	-1430	920	25
5906	-1430	921	25
5907	-1430	917	24
5908	-1430	918	24
5909	-1430	919	26
5910	-1430	920	27
5911	-1430	921	27
5912	-1430	922	27
5913	-1430	923	27
5914	-1430	919	25
5915	-1430	920	25
5916	-1430	916	23
5917	-1430	917	23
5918	-1430	918	23
5919	-1430	919	24
5920	-1430	920	24
5921	-1430	916	23
5922	-1430	917	23
5923	-1430	918	23
5924	-1430	919	24
5925	-1430	920	24
5926	-1430	921	24
5927	-1430	922	24
5928	-1430	923	25
5929	-1430	924	25
5930	-1430	925	25
5931	-1430	926	25
5932	-1430	922	24
5933	-1430	923	24
5934	-1430	919	23
5935	-1430	920	23
5936	-1430	921	23
5937	-1430	922	23
5938	-1430	923	23
5939	-1430	924	24
5940	-1430	925	24
5941	-1430	921	23
5942	-1430	922	23
5943	-1430	923	23
5944	-1430	924	23
5945	-1430	925	23
5946	-1430	926	23
5947	-1430	927	23
5948	-1430	928	23
5949	-1430	929	23
5950	-1430	930	24
5951	-1430	931	24
5952	-1430	927	23
5953	-1430	928	24
5954	-1430	929	24
5955	-1430	930	24
5956	-1430	931	24
5957	-1430	932	25
5958	-1430	928	24
5959	-1430	929	24
5960	-1430	930	24
5961	-1430	931	24
5962	-1430	927	23
5963	-1430	928	23
5964	-1430	929	24
5965	-1430	930	24
5966	-1430	926	23
5967	-1430	927	23
5968	-1430	928	23
5969	-1430	929	25
5970	-1430	925	23
5971	-1430	926	23
5972	-1430	927	23
5973	-1430	928	25
5974	-1430	929	25
5975	-1430	930	25
5976	-1430	926	24
5977	-1430	927	24
5978	-1430	928	24
5979	-1430	924	23
5980	-1430	925	23
5981	-1430	926	23
5982	-1430	927	23
5983	-1430	928	23
5984	-1430	929	24
5985	-1430	930	24
5986	-1430	926	23
5987	-1430	927	23
5988	-1430	928	23
5989	-1430	929	24
5990	-1430	930	24
5991	-1430	931	25
5992	-1430	932	25
5993	-1430	933	25
5994	-1430	929	24
5995	-1430	930	24
5996	-1430	931	24
5997	-1430	927	23
5998	-1430	928	25
5999	-1430	924	24
6000	-1480	925	24
6001	-1480	921	23
6002	-1480	922	23
6003	-1480	923	23
6004	-1480	924	23
6005	-1480	925	23
6006	-1480	926	24
6007	-1480	927	25
6008	-1480	923	24
6009	-1480	924	24
6010	-1480	925	24
6011	-1480	926	24
6012	-1480	927	24
6013	-1480	928	24
6014	-1480	929	24
6015	-1480	930	24
6016	-1480	931	24
6017	-1480	932	24
6018	-1480	933	24
6019	-1480	934	24
6020	-1480	935	25
6021	-1480	936	25
6022	-1480	937	25
6023	-1480	938	26
6024	-1480	934	25
6025	-1480	935	25
6026	-1480	936	26
6027	-1480	937	26
6028	-1480	933	24
6029	-1480	934	24
6030	-1480	935	24
6031	-1480	931	23
6032	-1480	932	23
6033	-1480	933	23
6034	-1480	934	23
6035	-1480	935	25
6036	-1480	931	24
6037	-1480	932	24
6038	-1480	933	25
6039	-1480	934	27
6040	-1480	930	25
6041	-1480	931	25
6042	-1480	932	25
6043	-1480	933	26
6044	-1480	929	24
6045	-1480	925	23
6046	-1480	926	23
6047	-1480	927	23
6048	-1480	928	24
6049	-1480	929	24
6050	-1480	930	24
6051	-1480	931	24
6052	-1480	932	24
6053	-1480	928	23
6054	-1480	929	23
6055	-1480	930	23
6056	-1480	931	23
6057	-1480	932	23
6058	-1480	933	23
6059	-1480	934	24
6060	-1480	930	23
6061	-1480	931	24
6062	-1480	932	24
6063	-1480	933	24
6064	-1480	929	23
6065	-1480	930	23
6066	-1480	931	23
6067	-1480	932	23
6068	-1480	933	23
6069	-1480	934	23
6070	-1480	935	25
6071	-1480	936	25
6072	-1480	937	25
6073	-1480	938	25
6074	-1480	939	25
6075	-1480	940	25
6076	-1480	941	25
6077	-1480	937	24
6078	-1480	938	24
6079	-1480	939	24
6080	-1480	940	24
6081	-1480	941	24
6082	-1480	937	23
6083	-1480	938	23
6084	-1480	939	23
6085	-1480	940	23
6086	-1480	941	23
6087	-1480	942	23
6088	-1480	943	23
6089	-1480	944	23
6090	-1480	945	23
6091	-1480	946	23
6092	-1480	947	23
6093	-1480	948	23
6094	-1480	949	23
6095	-1480	950	24
6096	-1480	951	24
6097	-1480	952	24
6098	-1480	953	24
6099	-1480	954	24
6100	-1480	955	24
6101	-1480	956	24
6102	-1480	957	24
6103	-1480	958	24
6104	-1480	959	24
6105	-1480	960	24
6106	-1480	961	26
6107	-1480	962	26
6108	-1480	958	24
6109	-1480	959	24
6110	-1480	960	24
6111	-1480	961	24
6112	-1480	962	24
6113	-1480	963	24
6114	-1480	964	24
6115	-1480	965	25
6116	-1480	966	26
6117	-1480	962	24
6118	-1480	963	24
6119	-1480	964	24
6120	-1480	965	24
6121	-1480	966	24
6122	-1480	967	24
6123	-1480	968	25
6124	-1480	969	26
6125	-1480	965	25
6126	-1480	966	27
6127	-1480	967	29
6128	-1480	963	27
6129	-1480	964	29
6130	-1480	965	31
6131	-1480	966	31
6132	-1480	962	29
6133	-1480	963	29
6134	-1480	959	26
6135	-1480	960	27
6136	-1480	961	27
6137	-1480	957	26
6138	-1480	958	26
6139	-1480	959	26
6140	-1480	960	26
6141	-1480	961	27
6142	-1480	962	27
6143	-1480	963	27
6144	-1480	964	27
6145	-1480	965	28
6146	-1480	961	26
6147	-1480	962	26
6148	-1480	963	26
6149	-1480	959	25
6150	-1480	960	26
6151	-1480	961	26
6152	-1480	962	26
6153	-1480	963	27
6154	-1480	964	27
6155	-1480	960	26
6156	-1480	961	26
6157	-1480	962	26
6158	-1480	958	25
6159	-1480	959	25
6160	-1480	960	25
6161	-1480	961	25
6162	-1480	962	25
6163	-1480	963	25
6164	-1480	964	25
6165	-1480	965	26
6166	-1480	966	27
6167	-1480	967	27
6168	-1480	963	26
6169	-1480	964	26
6170	-1480	965	26
6171	-1480	966	26
6172	-1480	967	27
6173	-1480	963	26
6174	-1480	964	26
6175	-1480	965	27
6176	-1480	966	28
6177	-1480	962	27
6178	-1480	963	29
6179	-1480	964	30
6180	-1480	965	30
6181	-1480	961	29
6182	-1480	962	29
6183	-1480	963	29
6184	-1480	959	26
6185	-1480	960	26
6186	-1480	961	26
6187	-1480	962	26
6188	-1480	958	24
6189	-1480	959	26
6190	-1480	960	26
6191	-1480	961	26
6192	-1480	962	28
6193	-1480	958	24
6194	-1480	959	24
6195	-1480	960	24
6196	-1480	961	24
6197	-1480	962	25
6198	-1480	958	24
6199	-1480	959	24
6200	-1530	960	24
6201	-1530	961	25
6202	-1530	957	24
6203	-1530	958	25
6204	-1530	959	25
6205	-1530	960	25
6206	-1530	961	25
6207	-1530	962	25
6208	-1530	963	27
6209	-1530	959	24
6210	-1530	960	24
6211	-1530	961	26
6212	-1530	962	27
6213	-1530	958	24
6214	-1530	959	24
6215	-1530	960	24
6216	-1530	961	24
6217	-1530	962	25
6218	-1530	963	25
6219	-1530	964	25
6220	-1530	965	25
6221	-1530	961	24
6222	-1530	962	24
6223	-1530	963	24
6224	-1530	964	24
6225	-1530	965	24
6226	-1530	966	24
6227	-1530	967	24
6228	-1530	968	24
6229	-1530	969	24
6230	-1530	970	25
6231	-1530	971	27
6232	-1530	972	27
6233	-1530	973	27
6234	-1530	974	28
6235	-1530	975	28
6236	-1530	976	29
6237	-1530	972	28
6238	-1530	973	29
6239	-1530	974	29
6240	-1530	975	29
6241	-1530	976	29
6242	-1530	972	28
6243	-1530	973	28
6244	-1530	969	27
6245	-1530	970	28
6246	-1530	971	28
6247	-1530	972	29
6248	-1530	973	29
6249	-1530	974	29
6250	-1530	975	29
6251	-1530	976	30
6252	-1530	972	29
6253	-1530	973	29
6254	-1530	974	29
6255	-1530	970	28
6256	-1530	971	28
6257	-1530	972	28
6258	-1530	973	28
6259	-1530	974	28
6260	-1530	975	28
6261	-1530	976	30
6262	-1530	972	28
6263	-1530	968	27
6264	-1530	969	28
6265	-1530	965	27
6266	-1530	966	27
6267	-1530	967	27
6268	-1530	968	27
6269	-1530	969	27
6270	-1530	970	27
6271	-1530	971	27
6272	-1530	972	27
6273	-1530	973	27
6274	-1530	974	27
6275	-1530	975	27
6276	-1530	976	28
6277	-1530	977	28
6278	-1530	978	29
6279	-1530	979	29
6280	-1530	980	29
6281	-1530	981	29
6282	-1530	982	29
6283	-1530	983	29
6284	-1530	984	29
6285	-1530	985	30
6286	-1530	986	30
6287	-1530	987	30
6288	-1530	988	31
6289	-1530	984	30
6290	-1530	980	28
6291	-1530	981	28
6292	-1530	977	27
6293	-1530	978	29
6294	-1530	979	30
6295	-1530	980	31
6296	-1530	981	31
6297	-1530	977	29
6298	-1530	978	30
6299	-1530	979	30
6300	-1530	980	32
6301	-1530	976	31
6302	-1530	972	30
6303	-1530	973	30
6304	-1530	974	32
6305	-1530	970	30
6306	-1530	966	29
6307	-1530	967	29
6308	-1530	963	27
6309	-1530	964	27
6310	-1530	960	26
6311	-1530	961	26
6312	-1530	957	25
6313	-1530	953	24
6314	-1530	954	24
6315	-1530	955	24
6316	-1530	956	24
6317	-1530	957	24
6318	-1530	958	24
6319	-1530	959	24
6320	-1530	960	24
6321	-1530	961	24
6322	-1530	962	24
6323	-1530	963	24
6324	-1530	964	24
6325	-1530	965	25
6326	-1530	966	25
6327	-1530	967	25
6328	-1530	968	25
6329	-1530	969	26
6330	-1530	965	25
6331	-1530	961	24
6332	-1530	962	24
6333	-1530	963	24
6334	-1530	964	24
6335	-1530	965	24
6336	-1530	966	25
6337	-1530	967	25
6338	-1530	968	25
6339	-1530	969	25
6340	-1530	970	27
6341	-1530	971	27
6342	-1530	972	27
6343	-1530	973	27
6344	-1530	974	28
6345	-1530	975	28
6346	-1530	971	27
6347	-1530	972	27
6348	-1530	973	27
6349	-1530	974	28
6350	-1530	970	27
6351	-1530	966	25
6352	-1530	967	25
6353	-1530	968	25
6354	-1530	969	25
6355	-1530	970	25
6356	-1530	971	25
6357	-1530	972	25
6358	-1530	973	25
6359	-1530	969	24
6360	-1530	970	24
6361	-1530	971	24
6362	-1530	972	25
6363	-1530	973	25
6364	-1530	969	24
6365	-1530	970	26
6366	-1530	966	25
6367	-1530	967	26
6368	-1530	963	25
6369	-1530	959	24
6370	-1530	960	24
6371	-1530	961	25
6372	-1530	962	26
6373	-1530	958	25
6374	-1530	954	24
6375	-1530	955	24
6376	-1530	956	24
6377	-1530	957	24
6378	-1530	958	24
6379	-1530	959	24
6380	-1530	960	24
6381	-1530	961	24
6382	-1530	962	24
6383	-1530	963	24
6384	-1530	964	24
6385	-1530	965	25
6386	-1530	961	24
6387	-1530	962	24
6388	-1530	963	24
6389	-1530	964	24
6390	-1530	965	24
6391	-1530	966	24
6392	-1530	967	24
6393	-1530	968	25
6394	-1530	969	25
6395	-1530	965	24
6396	-1530	966	24
6397	-1530	967	24
6398	-1530	968	24
6399	-1530	969	24
6400	-1580	970	24
6401	-1580	971	24
6402	-1580	972	24
6403	-1580	973	24
6404	-1580	974	24
6405	-1580	975	24
6406	-1580	976	24
6407	-1580	977	24
6408	-1580	978	25
6409	-1580	974	24
6410	-1580	975	24
6411	-1580	976	25
6412	-1580	977	25
6413	-1580	973	24
6414	-1580	974	24
6415	-1580	975	24
6416	-1580	976	25
6417	-1580	977	25
6418	-1580	978	26
6419	-1580	979	26
6420	-1580	980	26
6421	-1580	981	26
6422	-1580	977	25
6423	-1580	978	26
6424	-1580	979	28
6425	-1580	975	26
6426	-1580	976	26
6427	-1580	972	25
6428	-1580	973	25
6429	-1580	974	25
6430	-1580	975	28
6431	-1580	976	28
6432	-1580	972	26
6433	-1580	973	26
6434	-1580	974	26
6435	-1580	975	26
6436	-1580	976	26
6437	-1580	977	27
6438	-1580	978	27
6439	-1580	979	27
6440	-1580	980	27
6441	-1580	981	30
6442	-1580	977	28
6443	-1580	973	27
6444	-1580	974	28
6445	-1580	975	30
6446	-1580	971	29
6447	-1580	972	29
6448	-1580	968	27
6449	-1580	969	30
6450	-1580	965	27
6451	-1580	966	28
6452	-1580	967	29
6453	-1580	963	26
6454	-1580	964	27
6455	-1580	965	27
6456	-1580	966	27
6457	-1580	967	28
6458	-1580	968	28
6459	-1580	964	27
6460	-1580	965	27
6461	-1580	966	32
6462	-1580	962	30
6463	-1580	958	28
6464	-1580	954	27
6465	-1580	955	29
6466	-1580	951	27
6467	-1580	952	27
6468	-1580	953	29
6469	-1580	949	28
6470	-1580	950	28
6471	-1580	951	30
6472	-1580	947	28
6473	-1580	943	27
6474	-1580	944	27
6475	-1580	940	26
6476	-1580	941	27
6477	-1580	942	27
6478	-1580	943	27
6479	-1580	944	27
6480	-1580	945	28
6481	-1580	946	28
6482	-1580	947	29
6483	-1580	948	30
6484	-1580	949	31
6485	-1580	950	31
6486	-1580	946	30
6487	-1580	942	26
6488	-1580	943	27
6489	-1580	944	28
6490	-1580	940	23
6491	-1580	941	24
6492	-1580	942	24
6493	-1580	943	24
6494	-1580	944	24
6495	-1580	945	24
6496	-1580	946	24
6497	-1580	947	24
6498	-1580	948	25
6499	-1580	949	25
6500	-1580	950	25
6501	-1580	951	26
6502	-1580	947	25
6503	-1580	943	24
6504	-1580	944	26
6505	-1580	945	26
6506	-1580	946	27
6507	-1580	942	26
6508	-1580	943	26
6509	-1580	944	26
6510	-1580	945	27
6511	-1580	946	27
6512	-1580	942	25
6513	-1580	943	26
6514	-1580	939	25
6515	-1580	940	26
6516	-1580	936	25
6517	-1580	937	25
6518	-1580	938	25
6519	-1580	939	25
6520	-1580	940	25
6521	-1580	941	25
6522	-1580	942	25
6523	-1580	943	25
6524	-1580	944	25
6525	-1580	945	25
6526	-1580	946	25
6527	-1580	947	25
6528	-1580	948	25
6529	-1580	944	24
6530	-1580	945	24
6531	-1580	946	24
6532	-1580	947	24
6533	-1580	948	24
6534	-1580	949	24
6535	-1580	945	23
6536	-1580	946	23
6537	-1580	947	23
6538	-1580	948	23
6539	-1580	949	23
6540	-1580	950	23
6541	-1580	951	24
6542	-1580	952	24
6543	-1580	953	24
6544	-1580	954	25
6545	-1580	955	25
6546	-1580	956	25
6547	-1580	957	26
6548	-1580	953	25
6549	-1580	954	27
6550	-1580	955	27
6551	-1580	951	25
6552	-1580	952	25
6553	-1580	953	27
6554	-1580	949	26
6555	-1580	950	27
6556	-1580	951	29
6557	-1580	952	30
6558	-1580	953	31
6559	-1580	954	31
6560	-1580	955	31
6561	-1580	951	30
6562	-1580	952	31
6563	-1580	948	29
6564	-1580	949	31
6565	-1580	945	27
6566	-1580	946	27
6567	-1580	942	25
6568	-1580	943	25
6569	-1580	944	25
6570	-1580	945	25
6571	-1580	946	27
6572	-1580	947	27
6573	-1580	948	28
6574	-1580	949	30
6575	-1580	945	29
6576	-1580	941	25
6577	-1580	942	26
6578	-1580	943	27
6579	-1580	939	25
6580	-1580	940	25
6581	-1580	941	29
6582	-1580	937	26
6583	-1580	938	26
6584	-1580	939	26
6585	-1580	940	26
6586	-1580	941	26
6587	-1580	942	26
6588	-1580	943	26
6589	-1580	944	26
6590	-1580	940	25
6591	-1580	941	25
6592	-1580	942	25
6593	-1580	943	25
6594	-1580	944	25
6595	-1580	945	26
6596	-1580	946	26
6597	-1580	942	25
6598	-1580	943	25
6599	-1580	944	25
6600	-1630	945	25
6601	-1630	946	25
6602	-1630	947	26
6603	-1630	948	26
6604	-1630	949	27
6605	-1630	950	29
6606	-1630	946	27
6607	-1630	942	24
6608	-1630	943	26
6609	-1630	944	26
6610	-1630	945	26
6611	-1630	941	25
6612	-1630	942	25
6613	-1630	943	25
6614	-1630	939	24
6615	-1630	940	25
6616	-1630	941	25
6617	-1630	937	24
6618	-1630	938	24
6619	-1630	939	24
6620	-1630	940	24
6621	-1630	941	24
6622	-1630	942	24
6623	-1630	943	24
6624	-1630	944	24
6625	-1630	945	24
6626	-1630	946	24
6627	-1630	942	23
6628	-1630	943	23
6629	-1630	944	23
6630	-1630	945	23
6631	-1630	946	23
6632	-1630	947	23
6633	-1630	948	23
6634	-1630	949	23
6635	-1630	950	25
6636	-1630	951	26
6637	-1630	947	24
6638	-1630	943	23
6639	-1630	944	23
6640	-1630	945	23
6641	-1630	946	23
6642	-1630	947	23
6643	-1630	948	23
6644	-1630	949	23
6645	-1630	950	23
6646	-1630	951	24
6647	-1630	952	24
6648	-1630	953	24
6649	-1630	954	24
6650	-1630	955	24
6651	-1630	956	24
6652	-1630	957	24
6653	-1630	958	24
6654	-1630	959	24
6655	-1630	960	24
6656	-1630	961	24
6657	-1630	962	24
6658	-1630	963	25
6659	-1630	964	25
6660	-1630	965	25
6661	-1630	966	27
6662	-1630	967	27
6663	-1630	968	29
6664	-1630	964	26
6665	-1630	965	26
6666	-1630	966	26
6667	-1630	967	26
6668	-1630	968	26
6669	-1630	969	26
6670	-1630	970	27
6671	-1630	971	28
6672	-1630	972	31
6673	-1630	968	29
6674	-1630	964	28
6675	-1630	965	29
6676	-1630	966	29
6677	-1630	967	29
6678	-1630	968	29
6679	-1630	964	28
6680	-1630	960	27
6681	-1630	961	27
6682	-1630	957	26
6683	-1630	958	26
6684	-1630	959	27
6685	-1630	960	27
6686	-1630	961	27
6687	-1630	957	26
6688	-1630	958	26
6689	-1630	959	27
6690	-1630	960	30
6691	-1630	956	27
6692	-1630	957	28
6693	-1630	958	28
6694	-1630	954	27
6695	-1630	955	27
6696	-1630	951	26
6697	-1630	952	26
6698	-1630	953	26
6699	-1630	954	26
6700	-1630	955	26
6701	-1630	956	26
6702	-1630	957	26
6703	-1630	958	27
6704	-1630	959	28
6705	-1630	960	28
6706	-1630	956	27
6707	-1630	952	26
6708	-1630	953	27
6709	-1630	954	27
6710	-1630	955	27
6711	-1630	956	28
6712	-1630	952	26
6713	-1630	953	26
6714	-1630	949	25
6715	-1630	945	23
6716	-1630	946	23
6717	-1630	947	23
6718	-1630	948	23
6719	-1630	949	23
6720	-1630	950	24
6721	-1630	951	24
6722	-1630	952	24
6723	-1630	953	24
6724	-1630	954	24
6725	-1630	955	24
6726	-1630	956	24
6727	-1630	957	24
6728	-1630	958	24
6729	-1630	959	24
6730	-1630	960	24
6731	-1630	961	24
6732	-1630	962	25
6733	-1630	958	24
6734	-1630	959	24
6735	-1630	960	24
6736	-1630	961	25
6737	-1630	957	24
6738	-1630	958	24
6739	-1630	959	24
6740	-1630	960	24
6741	-1630	961	24
6742	-1630	962	24
6743	-1630	963	24
6744	-1630	964	24
6745	-1630	965	24
6746	-1630	966	24
6747	-1630	967	24
6748	-1630	968	24
6749	-1630	969	24
6750	-1630	970	24
6751	-1630	971	24
6752	-1630	972	24
6753	-1630	973	24
6754	-1630	974	24
6755	-1630	975	24
6756	-1630	976	26
6757	-1630	977	27
6758	-1630	978	28
6759	-1630	979	28
6760	-1630	975	26
6761	-1630	976	26
6762	-1630	977	26
6763	-1630	978	26
6764	-1630	979	26
6765	-1630	980	26
6766	-1630	981	26
6767	-1630	982	27
6768	-1630	978	26
6769	-1630	979	26
6770	-1630	980	26
6771	-1630	981	27
6772	-1630	977	26
6773	-1630	978	27
6774	-1630	979	27
6775	-1630	975	26
6776	-1630	971	24
6777	-1630	972	24
6778	-1630	973	24
6779	-1630	974	24
6780	-1630	975	24
6781	-1630	976	24
6782	-1630	977	24
6783	-1630	978	24
6784	-1630	979	24
6785	-1630	980	24
6786	-1630	981	24
6787	-1630	982	24
6788	-1630	983	24
6789	-1630	984	24
6790	-1630	985	24
6791	-1630	986	24
6792	-1630	987	24
6793	-1630	988	24
6794	-1630	989	24
6795	-1630	990	25
6796	-1630	991	25
6797	-1630	992	25
6798	-1630	993	25
6799	-1630	994	25
6800	-1680	995	25
6801	-1680	991	24
6802	-1680	992	25
6803	-1680	993	26
6804	-1680	989	24
6805	-1680	990	24
6806	-1680	991	26
6807	-1680	987	24
6808	-1680	988	24
6809	-1680	989	24
6810	-1680	990	24
6811	-1680	991	24
6812	-1680	992	24
6813	-1680	993	24
6814	-1680	994	24
6815	-1680	995	24
6816	-1680	996	24
6817	-1680	997	25
6818	-1680	998	27
